,Path,CarProfile,Velocity,Translation,Rotation,Position,HIC15_max,HIC36_max,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,BrIC_abs_max,Chest_Resultant_Acceleration_max,Chest_Resultant_Acceleration_CLIP3ms_max
0,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=0_pos=initial.txt,FCR,100,-200,0,initial,86.843,136.373,36.081,7.578,17.539,0.92,34.882,28.117
1,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=120_pos=initial.txt,FCR,100,-200,120,initial,2361.697,2866.369,103.348,179.802,54.333,1.718,36.302,19.45
2,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=150_pos=initial.txt,FCR,100,-200,150,initial,573.455,573.455,74.161,77.655,72.795,0.936,24.091,19.183
3,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=180_pos=initial.txt,FCR,100,-200,180,initial,84.702,153.528,35.33,13.216,13.956,0.905,49.501,28.255
4,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=210_pos=initial.txt,FCR,100,-200,210,initial,592.965,592.965,42.322,138.277,19.926,0.965,25.42,18.131
5,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=240_pos=initial.txt,FCR,100,-200,240,initial,1235.194,1235.194,65.935,136.515,38.005,1.127,40.085,30.059
6,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=270_pos=initial.txt,FCR,100,-200,270,initial,6257.955,6257.955,141.311,391.28,11.465,1.543,69.245,35.402
7,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=300_pos=initial.txt,FCR,100,-200,300,initial,4974.677,4974.677,100.702,453.532,31.697,1.193,50.792,43.538
8,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=30_pos=initial.txt,FCR,100,-200,30,initial,775.362,775.362,58.451,119.153,65.954,0.929,25.538,18.412
9,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=330_pos=initial.txt,FCR,100,-200,330,initial,440.203,440.203,37.944,104.015,34.352,1.176,24.579,18.154
10,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=60_pos=initial.txt,FCR,100,-200,60,initial,2078.715,2755.998,97.543,173.871,21.538,1.751,33.644,23.528
11,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-200_rot=90_pos=initial.txt,FCR,100,-200,90,initial,6123.994,6123.994,225.633,407.683,28.0,1.872,89.381,26.669
12,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=0_pos=initial.txt,FCR,100,-400,0,initial,102.336,150.688,39.748,16.079,37.595,0.848,33.321,30.86
13,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=120_pos=initial.txt,FCR,100,-400,120,initial,1675.188,2090.251,98.207,131.307,38.231,1.518,32.554,30.113
14,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=150_pos=initial.txt,FCR,100,-400,150,initial,534.327,534.327,48.903,72.442,64.163,0.945,29.393,22.257
15,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=180_pos=initial.txt,FCR,100,-400,180,initial,91.046,152.027,40.141,10.586,31.508,0.856,50.186,34.052
16,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=210_pos=initial.txt,FCR,100,-400,210,initial,755.994,755.994,44.186,114.125,18.248,0.882,26.076,18.925
17,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=240_pos=initial.txt,FCR,100,-400,240,initial,1393.13,1408.164,54.76,139.576,46.107,1.189,45.075,32.903
18,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=270_pos=initial.txt,FCR,100,-400,270,initial,9907.461,9907.461,78.385,640.494,469.498,1.528,44.608,38.497
19,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=300_pos=initial.txt,FCR,100,-400,300,initial,1230.049,1274.749,42.044,130.775,40.369,1.258,48.107,41.664
20,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=30_pos=initial.txt,FCR,100,-400,30,initial,892.174,892.174,75.507,158.642,29.025,1.035,24.511,18.55
21,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=330_pos=initial.txt,FCR,100,-400,330,initial,579.59,579.59,40.298,105.245,41.45,1.203,23.271,16.039
22,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=60_pos=initial.txt,FCR,100,-400,60,initial,1752.792,2326.878,94.494,171.326,22.741,1.697,34.081,22.046
23,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=-400_rot=90_pos=initial.txt,FCR,100,-400,90,initial,7680.082,7680.082,279.207,549.104,78.145,1.971,51.09,32.383
24,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=0_pos=initial.txt,FCR,100,0,0,initial,89.253,153.547,35.876,8.668,15.693,0.901,49.423,32.384
25,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=120_pos=initial.txt,FCR,100,0,120,initial,1865.291,2351.912,89.148,162.061,33.486,1.692,27.499,23.281
26,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=150_pos=initial.txt,FCR,100,0,150,initial,627.455,627.455,53.074,96.138,62.534,0.949,25.518,19.517
27,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=180_pos=initial.txt,FCR,100,0,180,initial,93.482,150.21,38.989,10.453,18.201,0.955,42.045,24.478
28,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=210_pos=initial.txt,FCR,100,0,210,initial,526.957,526.957,49.242,113.946,40.938,1.173,24.55,17.112
29,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=240_pos=initial.txt,FCR,100,0,240,initial,1101.799,1101.799,40.828,130.04,19.104,1.119,40.74,34.245
30,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=270_pos=initial.txt,FCR,100,0,270,initial,3601.08,3601.08,108.427,260.134,9.365,1.37,55.313,46.688
31,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=300_pos=initial.txt,FCR,100,0,300,initial,1191.835,1203.299,50.469,135.171,7.848,1.133,47.051,32.478
32,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=30_pos=initial.txt,FCR,100,0,30,initial,687.594,687.594,61.552,104.038,72.927,0.932,28.509,20.184
33,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=330_pos=initial.txt,FCR,100,0,330,initial,0.0,0.0,0.918,0.396,0.0,0.0,0.692,0.692
34,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=60_pos=initial.txt,FCR,100,0,60,initial,2116.643,2714.956,118.877,176.023,42.351,1.754,30.859,20.831
35,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=0_rot=90_pos=initial.txt,FCR,100,0,90,initial,6507.617,6507.617,268.663,436.807,12.609,1.867,55.947,26.052
36,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=0_pos=initial.txt,FCR,100,200,0,initial,85.867,152.693,35.419,10.302,22.219,0.843,54.15,32.682
37,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=120_pos=initial.txt,FCR,100,200,120,initial,2419.488,2920.415,110.842,168.178,18.796,1.66,46.255,20.691
38,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=150_pos=initial.txt,FCR,100,200,150,initial,882.546,882.546,56.929,127.822,58.557,0.924,25.805,16.943
39,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=180_pos=initial.txt,FCR,100,200,180,initial,102.545,144.377,39.409,14.08,30.985,0.841,33.293,28.652
40,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=210_pos=initial.txt,FCR,100,200,210,initial,425.851,425.851,36.666,104.571,37.315,1.173,26.79,16.8
41,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=240_pos=initial.txt,FCR,100,200,240,initial,4103.679,4103.679,53.554,386.643,17.983,1.138,69.498,57.858
42,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=270_pos=initial.txt,FCR,100,200,270,initial,3764.213,3764.213,52.566,290.154,41.94,1.563,55.31,33.584
43,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=300_pos=initial.txt,FCR,100,200,300,initial,1429.686,1429.686,49.779,141.093,26.447,1.172,42.538,40.852
44,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=30_pos=initial.txt,FCR,100,200,30,initial,573.466,573.466,48.316,90.086,74.931,0.938,25.36,22.045
45,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=330_pos=initial.txt,FCR,100,200,330,initial,0.0,0.0,0.918,0.396,0.0,0.0,1.0,1.0
46,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=60_pos=initial.txt,FCR,100,200,60,initial,2496.63,2826.326,131.314,188.38,44.01,1.716,33.256,22.443
47,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=200_rot=90_pos=initial.txt,FCR,100,200,90,initial,4225.619,4622.925,119.023,290.804,25.897,1.884,41.579,26.385
48,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=0_pos=initial.txt,FCR,100,400,0,initial,78.678,124.734,35.547,13.321,46.214,0.797,35.426,34.214
49,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=120_pos=initial.txt,FCR,100,400,120,initial,1457.544,1785.805,90.151,148.163,26.934,1.359,22.587,19.404
50,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=150_pos=initial.txt,FCR,100,400,150,initial,0.0,0.0,0.918,0.396,0.0,0.0,1.0,1.0
51,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=180_pos=initial.txt,FCR,100,400,180,initial,125.578,183.906,40.82,24.744,34.188,0.863,33.604,29.367
52,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=210_pos=initial.txt,FCR,100,400,210,initial,582.709,582.709,44.821,85.239,42.462,1.201,32.123,20.459
53,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=240_pos=initial.txt,FCR,100,400,240,initial,1714.84,1719.201,50.813,151.382,90.192,1.264,51.179,28.81
54,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=270_pos=initial.txt,FCR,100,400,270,initial,2383.322,2383.322,71.577,290.828,139.766,1.444,50.614,27.96
55,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=300_pos=initial.txt,FCR,100,400,300,initial,2919.348,2919.348,39.316,323.554,174.202,1.216,32.463,28.15
56,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=30_pos=initial.txt,FCR,100,400,30,initial,547.0,547.0,71.727,69.569,55.087,0.948,27.1,19.292
57,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=330_pos=initial.txt,FCR,100,400,330,initial,770.414,770.414,29.295,112.3,28.217,0.831,24.93,19.491
58,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=60_pos=initial.txt,FCR,100,400,60,initial,1810.178,2159.256,93.193,152.639,47.612,1.558,28.843,27.236
59,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=100_tra=400_rot=90_pos=initial.txt,FCR,100,400,90,initial,2107.785,2876.839,114.258,147.014,27.585,1.777,34.014,25.878
60,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=0_pos=initial.txt,FCR,20,-200,0,initial,89.212,135.162,37.961,7.347,25.895,0.839,33.104,29.465
61,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=120_pos=initial.txt,FCR,20,-200,120,initial,1760.474,2234.102,93.625,131.223,46.987,1.658,34.43,25.003
62,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=150_pos=initial.txt,FCR,20,-200,150,initial,476.75,476.75,70.979,71.046,56.976,0.898,23.949,18.881
63,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=180_pos=initial.txt,FCR,20,-200,180,initial,86.48,147.267,35.712,10.098,24.598,0.92,46.77,28.806
64,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=210_pos=initial.txt,FCR,20,-200,210,initial,686.393,686.393,31.248,117.873,14.69,0.999,25.02,17.475
65,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=240_pos=initial.txt,FCR,20,-200,240,initial,1167.179,1167.179,52.973,135.999,9.252,1.149,39.028,33.961
66,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=270_pos=initial.txt,FCR,20,-200,270,initial,5129.677,5129.677,96.877,414.354,17.142,1.496,50.714,44.037
67,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=300_pos=initial.txt,FCR,20,-200,300,initial,1432.944,1437.738,71.408,115.846,14.292,1.129,50.518,34.539
68,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=30_pos=initial.txt,FCR,20,-200,30,initial,881.194,881.194,60.901,123.798,61.865,1.001,26.88,18.434
69,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=330_pos=initial.txt,FCR,20,-200,330,initial,443.465,443.465,42.51,100.687,35.992,1.192,29.132,19.375
70,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=60_pos=initial.txt,FCR,20,-200,60,initial,1900.001,2477.932,103.579,150.703,14.953,1.747,25.298,22.216
71,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-200_rot=90_pos=initial.txt,FCR,20,-200,90,initial,4714.284,5150.646,151.774,228.091,32.319,1.901,40.464,21.105
72,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=0_pos=initial.txt,FCR,20,-400,0,initial,113.793,162.257,42.021,17.028,30.581,0.892,32.741,28.01
73,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=120_pos=initial.txt,FCR,20,-400,120,initial,1751.797,2184.456,95.474,142.538,38.145,1.616,29.93,26.667
74,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=150_pos=initial.txt,FCR,20,-400,150,initial,457.156,457.156,56.088,67.812,55.599,0.908,26.093,19.431
75,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=180_pos=initial.txt,FCR,20,-400,180,initial,85.545,162.918,36.592,14.357,31.916,0.919,56.402,35.065
76,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=210_pos=initial.txt,FCR,20,-400,210,initial,837.275,837.275,28.576,111.973,23.417,0.881,26.557,22.367
77,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=240_pos=initial.txt,FCR,20,-400,240,initial,1277.024,1277.024,42.157,131.17,28.074,1.178,37.763,32.773
78,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=270_pos=initial.txt,FCR,20,-400,270,initial,2975.964,2975.964,61.985,218.433,107.371,1.397,40.186,31.312
79,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=300_pos=initial.txt,FCR,20,-400,300,initial,1103.798,1119.975,35.585,99.598,37.1,1.224,42.286,34.286
80,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=30_pos=initial.txt,FCR,20,-400,30,initial,684.88,684.88,66.795,104.7,23.105,1.046,23.473,19.416
81,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=330_pos=initial.txt,FCR,20,-400,330,initial,610.564,610.564,45.514,115.294,48.56,1.209,26.321,15.973
82,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=60_pos=initial.txt,FCR,20,-400,60,initial,1888.9,2381.998,91.937,169.282,16.704,1.724,27.617,21.185
83,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=-400_rot=90_pos=initial.txt,FCR,20,-400,90,initial,3179.221,3887.942,107.259,203.81,28.138,1.897,32.117,29.244
84,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=0_pos=initial.txt,FCR,20,0,0,initial,94.618,142.292,37.034,10.926,17.37,0.96,51.641,26.895
85,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=120_pos=initial.txt,FCR,20,0,120,initial,1947.344,2331.046,94.699,144.387,19.98,1.67,26.377,21.079
86,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=150_pos=initial.txt,FCR,20,0,150,initial,692.87,692.87,67.151,88.873,62.872,0.985,26.792,18.404
87,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=180_pos=initial.txt,FCR,20,0,180,initial,111.133,165.184,39.319,10.496,15.658,1.011,44.867,24.263
88,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=210_pos=initial.txt,FCR,20,0,210,initial,532.283,532.283,38.816,120.603,37.779,1.158,28.496,18.332
89,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=240_pos=initial.txt,FCR,20,0,240,initial,1166.139,1167.985,41.583,116.851,12.161,1.114,41.226,31.3
90,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=270_pos=initial.txt,FCR,20,0,270,initial,3198.622,3198.622,63.85,218.754,7.003,1.384,51.427,39.626
91,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=300_pos=initial.txt,FCR,20,0,300,initial,1274.695,1274.695,55.916,149.472,10.635,1.139,43.966,31.777
92,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=30_pos=initial.txt,FCR,20,0,30,initial,695.818,695.818,84.705,87.841,67.733,0.895,24.288,17.361
93,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=330_pos=initial.txt,FCR,20,0,330,initial,662.394,662.394,36.129,123.659,25.863,1.048,23.974,19.625
94,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=60_pos=initial.txt,FCR,20,0,60,initial,2065.456,2362.317,107.089,166.92,25.156,1.627,31.063,22.524
95,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=0_rot=90_pos=initial.txt,FCR,20,0,90,initial,6216.789,6535.672,259.699,312.283,21.368,1.913,52.655,25.551
96,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=0_pos=initial.txt,FCR,20,200,0,initial,90.114,164.534,35.261,10.19,25.315,0.879,53.35,30.403
97,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=120_pos=initial.txt,FCR,20,200,120,initial,2249.43,2652.408,107.871,188.096,20.339,1.686,47.714,23.991
98,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=150_pos=initial.txt,FCR,20,200,150,initial,783.815,783.815,60.542,116.035,44.978,0.968,28.762,23.356
99,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=180_pos=initial.txt,FCR,20,200,180,initial,107.36,142.072,39.684,14.412,31.049,0.881,33.832,26.366
100,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=210_pos=initial.txt,FCR,20,200,210,initial,470.97,470.97,65.115,103.435,44.299,1.191,26.1,18.122
101,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=240_pos=initial.txt,FCR,20,200,240,initial,4001.534,4001.534,91.601,399.885,18.934,1.137,70.437,55.207
102,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=270_pos=initial.txt,FCR,20,200,270,initial,9134.081,9134.081,57.317,708.411,261.268,1.592,49.94,40.44
103,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=300_pos=initial.txt,FCR,20,200,300,initial,1175.17,1175.17,57.143,131.184,25.214,1.149,46.42,27.593
104,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=30_pos=initial.txt,FCR,20,200,30,initial,606.848,606.848,81.203,85.048,72.508,0.928,27.471,19.412
105,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=330_pos=initial.txt,FCR,20,200,330,initial,702.337,702.337,31.58,117.448,18.451,0.896,25.276,18.014
106,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=60_pos=initial.txt,FCR,20,200,60,initial,1694.59,2052.708,99.525,154.839,37.85,1.633,28.649,24.989
107,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=200_rot=90_pos=initial.txt,FCR,20,200,90,initial,4520.362,5206.001,166.025,288.205,20.149,1.899,37.728,21.852
108,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=0_pos=initial.txt,FCR,20,400,0,initial,90.852,151.177,38.938,15.144,31.093,0.838,40.607,37.235
109,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=120_pos=initial.txt,FCR,20,400,120,initial,2410.3,2820.704,118.444,214.863,45.582,1.588,27.933,25.366
110,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=150_pos=initial.txt,FCR,20,400,150,initial,675.629,679.537,67.066,101.651,16.041,0.976,27.079,19.311
111,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=180_pos=initial.txt,FCR,20,400,180,initial,116.154,175.354,40.91,13.882,26.236,0.932,34.014,27.614
112,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=210_pos=initial.txt,FCR,20,400,210,initial,588.133,588.133,47.783,105.247,52.886,1.224,28.859,22.995
113,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=240_pos=initial.txt,FCR,20,400,240,initial,1181.663,1268.39,40.413,115.682,61.449,1.273,36.967,27.449
114,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=270_pos=initial.txt,FCR,20,400,270,initial,1369.853,1384.911,66.603,138.406,42.606,1.403,30.394,23.031
115,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=300_pos=initial.txt,FCR,20,400,300,initial,2443.712,2443.712,43.575,245.114,100.05,1.249,38.975,36.274
116,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=30_pos=initial.txt,FCR,20,400,30,initial,536.81,536.81,74.819,65.959,65.288,0.91,26.386,18.306
117,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=330_pos=initial.txt,FCR,20,400,330,initial,933.667,933.667,62.207,123.796,36.35,0.84,37.156,19.65
118,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=60_pos=initial.txt,FCR,20,400,60,initial,1795.685,2038.181,93.164,150.255,48.465,1.506,31.624,25.204
119,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=20_tra=400_rot=90_pos=initial.txt,FCR,20,400,90,initial,2525.039,3536.872,123.265,162.585,52.838,1.99,34.182,28.02
120,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=0_pos=initial.txt,FCR,40,-200,0,initial,92.033,131.091,37.272,7.101,24.914,0.89,37.821,30.145
121,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=120_pos=initial.txt,FCR,40,-200,120,initial,2064.174,2469.201,92.38,155.559,38.124,1.695,31.251,24.106
122,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=150_pos=initial.txt,FCR,40,-200,150,initial,506.435,506.435,54.147,73.679,62.471,0.889,23.186,18.552
123,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=180_pos=initial.txt,FCR,40,-200,180,initial,81.207,121.115,35.266,18.845,45.825,0.921,48.603,27.433
124,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=40_tra=-200_rot=210_pos=initial.txt,FCR,40,-200,210,initial,634.402,634.402,37.544,109.463,16.036,0.979,26.44,17.479
