,Path,CarProfile,Velocity,Translation,Rotation,Position,HIC15_max,HIC36_max,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,BrIC_abs_max,Chest_Resultant_Acceleration_max,Chest_Resultant_Acceleration_CLIP3ms_max
626,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=150_pos=initial.txt,RDS,100,0,150,initial,7772.851,7772.851,214.697,717.018,87.128,0.83,344.54,140.547
627,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=180_pos=initial.txt,RDS,100,0,180,initial,171.8,179.558,32.628,15.309,61.172,0.726,36.047,30.436
628,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=210_pos=initial.txt,RDS,100,0,210,initial,1778.05,1778.05,110.025,251.656,64.039,1.172,49.106,29.934
629,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=240_pos=initial.txt,RDS,100,0,240,initial,13625.031,13625.031,355.211,663.698,106.343,1.403,111.836,74.985
630,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=270_pos=initial.txt,RDS,100,0,270,initial,11407.738,11407.738,288.705,541.344,13.192,1.421,94.543,59.755
631,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=300_pos=initial.txt,RDS,100,0,300,initial,3652.711,3652.711,146.808,347.427,15.568,1.111,77.934,48.694
632,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=30_pos=initial.txt,RDS,100,0,30,initial,6203.95,6203.95,248.076,733.164,45.465,0.837,245.336,91.591
633,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=330_pos=initial.txt,RDS,100,0,330,initial,2164.269,2164.269,113.67,267.762,51.527,1.122,58.183,28.876
634,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=60_pos=initial.txt,RDS,100,0,60,initial,18024.696,18024.696,514.202,739.837,104.694,1.397,350.812,63.362
635,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=90_pos=initial.txt,RDS,100,0,90,initial,27033.268,27033.268,716.759,1139.007,56.636,1.705,186.791,49.532
636,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=0_pos=initial.txt,RDS,100,200,0,initial,62.193,117.219,30.264,6.527,25.189,0.733,31.495,22.9
637,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=120_pos=initial.txt,RDS,100,200,120,initial,11008.587,11008.587,372.99,649.986,89.366,1.431,162.039,68.341
638,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=150_pos=initial.txt,RDS,100,200,150,initial,6192.835,6192.835,195.861,588.426,62.494,0.935,172.784,66.133
639,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=180_pos=initial.txt,RDS,100,200,180,initial,200.219,201.518,35.168,5.621,70.049,0.758,37.402,32.11
640,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=210_pos=initial.txt,RDS,100,200,210,initial,1913.918,1913.918,96.575,312.336,74.806,1.21,43.818,32.579
641,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=240_pos=initial.txt,RDS,100,200,240,initial,5416.855,5416.855,157.68,481.755,33.899,1.205,76.427,53.003
642,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=270_pos=initial.txt,RDS,100,200,270,initial,8672.962,8672.962,252.435,759.037,91.386,1.424,84.172,49.132
643,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=300_pos=initial.txt,RDS,100,200,300,initial,34403.154,34403.154,168.203,1325.757,730.039,1.391,126.764,87.829
644,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=30_pos=initial.txt,RDS,100,200,30,initial,7870.987,7870.987,250.481,730.876,49.61,0.915,241.603,65.658
645,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=330_pos=initial.txt,RDS,100,200,330,initial,2388.548,2388.548,68.66,311.425,45.891,1.122,46.732,34.12
646,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=60_pos=initial.txt,RDS,100,200,60,initial,9185.364,9185.364,253.046,672.518,94.02,1.304,319.44,150.666
647,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=90_pos=initial.txt,RDS,100,200,90,initial,28763.045,28763.045,664.114,1180.825,90.799,1.634,137.39,52.996
648,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=0_pos=initial.txt,RDS,100,400,0,initial,53.255,80.727,30.383,28.326,32.646,0.752,30.696,22.653
649,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=120_pos=initial.txt,RDS,100,400,120,initial,3081.827,3081.827,242.845,278.736,103.403,1.218,73.438,33.515
650,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=150_pos=initial.txt,RDS,100,400,150,initial,262.666,272.265,120.41,33.345,19.189,0.959,28.871,23.632
651,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=180_pos=initial.txt,RDS,100,400,180,initial,149.007,162.827,34.272,38.825,54.692,0.807,21.415,19.46
652,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=210_pos=initial.txt,RDS,100,400,210,initial,1063.888,1063.888,111.569,178.849,35.811,1.075,40.506,23.964
653,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=240_pos=initial.txt,RDS,100,400,240,initial,12930.131,12930.131,228.006,790.741,170.137,1.464,89.539,44.57
654,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=270_pos=initial.txt,RDS,100,400,270,initial,3257.42,3257.42,60.254,362.606,75.502,1.279,37.889,34.6
655,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=300_pos=initial.txt,RDS,100,400,300,initial,2665.738,2665.738,77.812,327.822,84.209,1.296,51.042,46.185
656,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=30_pos=initial.txt,RDS,100,400,30,initial,2655.997,2655.997,160.283,354.814,113.4,0.815,210.924,43.56
657,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=330_pos=initial.txt,RDS,100,400,330,initial,1969.607,1969.607,66.705,350.783,155.512,1.025,37.1,27.88
658,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=60_pos=initial.txt,RDS,100,400,60,initial,7252.531,7252.531,272.202,518.772,147.553,1.382,64.042,33.565
659,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=90_pos=initial.txt,RDS,100,400,90,initial,9253.921,9253.921,390.596,449.292,23.301,1.539,82.277,49.893
660,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=0_pos=initial.txt,RDS,20,-200,0,initial,79.975,134.659,34.109,10.28,31.134,0.778,29.38,26.084
661,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=120_pos=initial.txt,RDS,20,-200,120,initial,7486.027,7486.027,368.938,579.774,144.034,1.425,152.567,76.957
662,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=150_pos=initial.txt,RDS,20,-200,150,initial,5529.903,5529.903,202.949,522.522,64.15,0.822,289.204,100.751
663,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=180_pos=initial.txt,RDS,20,-200,180,initial,69.859,114.724,31.426,17.811,21.354,0.771,31.476,25.524
664,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=210_pos=initial.txt,RDS,20,-200,210,initial,1774.742,1774.742,59.213,217.417,41.633,1.083,44.441,34.318
665,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=240_pos=initial.txt,RDS,20,-200,240,initial,7011.951,7011.951,248.981,573.108,29.661,1.148,89.727,77.586
666,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=270_pos=initial.txt,RDS,20,-200,270,initial,10644.481,10644.481,154.613,628.776,16.542,1.389,114.162,67.056
667,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=300_pos=initial.txt,RDS,20,-200,300,initial,7848.419,7848.419,183.997,577.937,31.906,1.193,90.613,52.762
668,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=30_pos=initial.txt,RDS,20,-200,30,initial,5989.981,5989.981,188.2,584.71,67.357,0.968,159.405,57.226
669,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=330_pos=initial.txt,RDS,20,-200,330,initial,2077.444,2077.444,135.283,244.691,75.644,1.231,66.699,31.949
670,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=60_pos=initial.txt,RDS,20,-200,60,initial,11841.263,11841.263,323.463,924.692,173.119,1.439,398.424,161.499
671,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=90_pos=initial.txt,RDS,20,-200,90,initial,11968.618,11968.618,328.229,881.421,24.092,1.632,177.852,98.277
672,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=0_pos=initial.txt,RDS,20,-400,0,initial,145.34,150.902,32.683,25.447,48.879,0.779,23.213,20.453
673,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=120_pos=initial.txt,RDS,20,-400,120,initial,7242.975,7242.975,299.268,627.887,222.757,1.375,91.064,49.751
674,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=150_pos=initial.txt,RDS,20,-400,150,initial,4336.304,4336.304,246.615,410.485,41.939,0.898,348.018,45.818
675,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=180_pos=initial.txt,RDS,20,-400,180,initial,50.872,88.865,27.555,16.833,22.317,0.75,32.105,21.45
676,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=210_pos=initial.txt,RDS,20,-400,210,initial,4088.171,4088.171,85.666,558.636,225.692,1.129,44.243,30.361
677,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=240_pos=initial.txt,RDS,20,-400,240,initial,2613.679,2613.679,108.436,319.605,20.465,1.036,66.877,39.99
678,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=270_pos=initial.txt,RDS,20,-400,270,initial,6632.1,6632.1,119.176,716.094,95.262,1.47,82.929,57.352
679,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=300_pos=initial.txt,RDS,20,-400,300,initial,15141.773,15141.773,319.153,936.346,57.684,1.28,116.365,73.377
680,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=30_pos=initial.txt,RDS,20,-400,30,initial,6098.942,6098.942,302.619,612.491,111.18,1.154,158.424,38.627
681,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=330_pos=initial.txt,RDS,20,-400,330,initial,1189.041,1189.041,76.308,213.143,23.331,1.044,51.521,28.355
682,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=60_pos=initial.txt,RDS,20,-400,60,initial,8171.703,8171.703,384.545,421.181,16.817,1.705,192.342,99.511
683,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=90_pos=initial.txt,RDS,20,-400,90,initial,23936.246,23936.246,693.312,748.583,192.566,2.177,121.484,52.135
684,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=0_pos=initial.txt,RDS,20,0,0,initial,146.396,151.007,34.342,12.548,61.147,0.757,34.384,26.8
685,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=120_pos=initial.txt,RDS,20,0,120,initial,14822.91,14822.91,477.231,1057.841,144.688,1.422,281.992,108.287
686,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=150_pos=initial.txt,RDS,20,0,150,initial,7965.422,7965.422,236.693,778.395,85.024,0.816,282.15,101.002
687,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=180_pos=initial.txt,RDS,20,0,180,initial,171.155,173.764,33.101,11.605,59.361,0.747,35.992,31.223
688,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=210_pos=initial.txt,RDS,20,0,210,initial,1624.081,1624.081,96.815,261.549,79.34,1.166,45.956,31.486
689,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=240_pos=initial.txt,RDS,20,0,240,initial,5464.609,5464.609,271.261,450.208,14.619,1.141,86.119,53.726
690,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=270_pos=initial.txt,RDS,20,0,270,initial,8787.656,8787.656,246.963,526.655,8.346,1.332,112.229,69.871
691,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=300_pos=initial.txt,RDS,20,0,300,initial,4414.616,4414.616,174.029,445.123,19.12,1.123,72.952,49.435
692,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=30_pos=initial.txt,RDS,20,0,30,initial,4239.297,4239.297,192.762,469.636,46.111,0.938,127.539,52.185
693,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=330_pos=initial.txt,RDS,20,0,330,initial,1574.275,1574.275,74.135,189.572,25.518,0.987,41.055,23.626
694,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=60_pos=initial.txt,RDS,20,0,60,initial,9234.355,9234.355,289.774,668.405,108.808,1.359,358.724,148.395
695,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=90_pos=initial.txt,RDS,20,0,90,initial,25293.212,25293.212,631.705,1080.705,50.569,1.654,168.183,72.309
696,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=0_pos=initial.txt,RDS,20,200,0,initial,179.648,189.97,30.721,23.838,47.787,0.709,34.758,27.668
697,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=120_pos=initial.txt,RDS,20,200,120,initial,7360.081,7360.081,290.288,587.117,17.03,1.423,201.376,42.243
698,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=150_pos=initial.txt,RDS,20,200,150,initial,5454.36,5454.36,173.329,526.307,66.571,0.856,176.981,71.189
699,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=180_pos=initial.txt,RDS,20,200,180,initial,135.778,139.472,32.359,12.003,50.8,0.768,33.703,30.773
700,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=210_pos=initial.txt,RDS,20,200,210,initial,2497.152,2497.152,127.26,286.256,51.432,1.131,65.028,27.699
701,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=240_pos=initial.txt,RDS,20,200,240,initial,11439.681,11439.681,281.073,642.846,42.75,1.283,117.914,67.845
702,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=270_pos=initial.txt,RDS,20,200,270,initial,13495.188,13495.188,412.663,847.39,66.122,1.645,184.388,83.627
703,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=300_pos=initial.txt,RDS,20,200,300,initial,4235.745,4235.745,178.758,399.217,12.927,1.059,81.166,42.101
704,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=30_pos=initial.txt,RDS,20,200,30,initial,8769.736,8769.736,243.92,793.116,70.471,0.916,276.719,48.919
705,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=330_pos=initial.txt,RDS,20,200,330,initial,1872.23,1872.23,64.536,264.418,31.771,1.01,44.957,33.551
706,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=60_pos=initial.txt,RDS,20,200,60,initial,9984.789,9984.789,275.51,543.098,102.738,1.389,238.557,83.739
707,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=90_pos=initial.txt,RDS,20,200,90,initial,17493.856,17493.856,521.671,965.804,55.46,1.603,145.893,62.189
708,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=0_pos=initial.txt,RDS,20,400,0,initial,54.615,80.412,30.07,19.338,28.45,0.754,31.187,22.423
709,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=120_pos=initial.txt,RDS,20,400,120,initial,3261.677,3261.677,234.561,248.908,104.009,1.223,69.927,35.846
710,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=150_pos=initial.txt,RDS,20,400,150,initial,660.269,660.269,117.15,57.22,42.711,0.91,32.128,29.447
711,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=180_pos=initial.txt,RDS,20,400,180,initial,135.321,135.926,33.828,33.74,39.706,0.795,21.272,19.169
712,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=210_pos=initial.txt,RDS,20,400,210,initial,916.066,916.066,73.283,115.274,31.445,1.058,38.071,30.01
713,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=240_pos=initial.txt,RDS,20,400,240,initial,2272.001,2272.001,90.181,335.185,45.388,1.103,51.48,45.263
714,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=270_pos=initial.txt,RDS,20,400,270,initial,3084.001,3084.001,55.122,280.511,45.122,1.305,40.053,31.647
715,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=300_pos=initial.txt,RDS,20,400,300,initial,2491.257,2491.257,102.868,297.659,36.879,1.011,55.815,39.095
716,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=30_pos=initial.txt,RDS,20,400,30,initial,5344.147,5344.147,205.126,606.032,89.151,0.74,278.533,68.547
717,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=330_pos=initial.txt,RDS,20,400,330,initial,1953.342,1953.342,51.947,394.887,180.543,1.037,35.004,24.744
718,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=60_pos=initial.txt,RDS,20,400,60,initial,10275.886,10275.886,444.926,666.519,251.506,1.485,91.593,45.386
719,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=90_pos=initial.txt,RDS,20,400,90,initial,5559.023,5559.023,319.357,478.317,33.47,1.598,72.9,40.195
720,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=0_pos=initial.txt,RDS,40,-200,0,initial,86.799,128.16,33.94,10.436,45.652,0.772,34.146,31.237
721,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=120_pos=initial.txt,RDS,40,-200,120,initial,10080.551,10080.551,428.742,637.179,114.864,1.396,118.107,45.279
722,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=150_pos=initial.txt,RDS,40,-200,150,initial,5222.739,5222.739,200.664,569.093,78.706,0.798,307.171,111.185
723,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=180_pos=initial.txt,RDS,40,-200,180,initial,135.299,177.686,33.344,22.154,65.067,0.76,32.068,25.658
724,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=210_pos=initial.txt,RDS,40,-200,210,initial,2166.085,2166.085,83.256,234.621,53.282,1.093,44.866,30.135
725,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=240_pos=initial.txt,RDS,40,-200,240,initial,2997.59,2997.59,110.123,350.348,21.336,1.025,76.311,41.792
726,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=270_pos=initial.txt,RDS,40,-200,270,initial,8444.945,8444.945,261.613,642.415,46.451,1.387,98.931,39.472
727,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=300_pos=initial.txt,RDS,40,-200,300,initial,3489.552,3489.552,116.962,349.595,39.26,1.089,52.081,45.317
728,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=30_pos=initial.txt,RDS,40,-200,30,initial,5200.943,5200.943,216.361,460.283,51.794,0.944,154.329,64.316
729,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=330_pos=initial.txt,RDS,40,-200,330,initial,995.028,995.028,85.557,203.889,56.227,1.214,37.331,24.634
730,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=60_pos=initial.txt,RDS,40,-200,60,initial,11670.949,11670.949,313.837,542.716,95.053,1.411,397.215,120.632
731,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=90_pos=initial.txt,RDS,40,-200,90,initial,12362.522,12362.522,421.221,759.376,28.616,1.628,133.939,63.165
732,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=0_pos=initial.txt,RDS,40,-400,0,initial,168.115,177.405,34.276,24.019,57.107,0.793,24.294,22.271
733,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=120_pos=initial.txt,RDS,40,-400,120,initial,7254.348,7254.348,367.457,544.834,181.885,1.337,59.953,31.319
734,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=150_pos=initial.txt,RDS,40,-400,150,initial,5861.652,5861.652,264.11,562.73,35.177,0.927,297.851,101.785
735,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=180_pos=initial.txt,RDS,40,-400,180,initial,142.166,161.436,30.585,14.678,57.219,0.684,32.378,25.845
736,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=210_pos=initial.txt,RDS,40,-400,210,initial,4396.963,4396.963,90.179,583.765,234.103,1.156,45.2,29.725
737,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=240_pos=initial.txt,RDS,40,-400,240,initial,2756.838,2756.838,181.475,347.052,53.507,1.037,88.276,46.113
738,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=270_pos=initial.txt,RDS,40,-400,270,initial,3493.321,3493.321,111.466,465.864,37.288,1.395,76.824,65.887
739,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=300_pos=initial.txt,RDS,40,-400,300,initial,4989.518,4989.518,44.938,401.847,37.977,1.265,76.591,64.133
740,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=30_pos=initial.txt,RDS,40,-400,30,initial,10554.401,10554.401,313.15,784.739,175.571,1.194,161.18,43.817
741,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=330_pos=initial.txt,RDS,40,-400,330,initial,3628.941,3628.941,225.204,598.804,63.097,1.361,48.857,26.604
742,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=60_pos=initial.txt,RDS,40,-400,60,initial,11672.197,11672.197,499.823,658.96,86.664,1.783,326.009,77.931
743,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=90_pos=initial.txt,RDS,40,-400,90,initial,13290.669,13290.669,426.14,979.01,123.415,1.46,106.488,43.904
744,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=0_pos=initial.txt,RDS,40,0,0,initial,138.292,151.651,36.151,13.254,53.238,0.753,34.555,25.717
745,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=120_pos=initial.txt,RDS,40,0,120,initial,9412.802,9412.802,337.276,638.583,80.432,1.623,184.362,61.124
746,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=150_pos=initial.txt,RDS,40,0,150,initial,7443.343,7443.343,264.941,709.528,82.329,0.819,263.218,74.451
747,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=180_pos=initial.txt,RDS,40,0,180,initial,203.585,208.038,36.057,13.749,69.936,0.744,36.57,34.32
748,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=210_pos=initial.txt,RDS,40,0,210,initial,1884.219,1884.219,122.081,309.427,92.298,1.137,43.063,23.896
749,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=240_pos=initial.txt,RDS,40,0,240,initial,3368.873,3368.873,152.972,343.886,24.195,1.083,87.042,49.062
