Id,Path,CarProfile,Velocity,Translation,Rotation,GifPath,Head_Collision_XYZ_index,Head_Collision_X,Head_Collision_Y,Head_Collision_Z,Front_Height,Hood_Front_Width,Hood_Back_Width,Hood_Length,Hood_Angle,Windscreen_Length,Windscreen_Angle
288,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=300_pos=initial.txt,FCR,80,400,300,,116,244.201,283.022,971.713,770,1160,1460,1070,11.0,816,30
289,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=30_pos=initial.txt,FCR,80,400,30,,132,340.345,546.099,1042.993,770,1160,1460,1070,11.0,816,30
290,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=330_pos=initial.txt,FCR,80,400,330,,119,261.93,327.837,1025.803,770,1160,1460,1070,11.0,816,30
291,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=60_pos=initial.txt,FCR,80,400,60,C:\Users\geork\projects\AIThesis\src\gifs\Q5_Type=FCR_Vel=80_tra=400_rot=60_pos=initial.metadb.gif,119,168.294,448.894,1032.326,770,1160,1460,1070,11.0,816,30
292,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=90_pos=initial.txt,FCR,80,400,90,,117,173.76,366.989,1043.269,770,1160,1460,1070,11.0,816,30
293,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=0_pos=initial.txt,MPV,100,-200,0,,141,844.012,-218.692,1074.184,880,1100,1460,870,12.3,930,30
294,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=120_pos=initial.txt,MPV,100,-200,120,C:\Users\geork\projects\AIThesis\src\gifs\Q8_Type=MPV_Vel=100_tra=-200_rot=120_pos=initial.metadb.gif,102,158.899,-193.145,1131.567,880,1100,1460,870,12.3,930,30
295,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=150_pos=initial.txt,MPV,100,-200,150,,118,368.703,-264.105,1108.234,880,1100,1460,870,12.3,930,30
296,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=180_pos=initial.txt,MPV,100,-200,180,,152,1019.786,-176.785,1064.592,880,1100,1460,870,12.3,930,30
297,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=210_pos=initial.txt,MPV,100,-200,210,,107,258.237,-54.339,1109.88,880,1100,1460,870,12.3,930,30
298,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=240_pos=initial.txt,MPV,100,-200,240,,96,110.091,-110.307,1125.511,880,1100,1460,870,12.3,930,30
299,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=270_pos=initial.txt,MPV,100,-200,270,,93,97.889,-132.419,1105.871,880,1100,1460,870,12.3,930,30
300,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=300_pos=initial.txt,MPV,100,-200,300,,96,101.589,-184.154,1125.553,880,1100,1460,870,12.3,930,30
301,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=30_pos=initial.txt,MPV,100,-200,30,C:\Users\geork\projects\AIThesis\src\gifs\Q5_Type=MPV_Vel=100_tra=-200_rot=30_pos=initial.metadb.gif,113,351.312,-62.546,1110.162,880,1100,1460,870,12.3,930,30
302,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=330_pos=initial.txt,MPV,100,-200,330,,106,240.556,-224.865,1106.436,880,1100,1460,870,12.3,930,30
303,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=60_pos=initial.txt,MPV,100,-200,60,C:\Users\geork\projects\AIThesis\src\gifs\Q8_Type=MPV_Vel=100_tra=-200_rot=60_pos=initial.metadb.gif,102,177.592,-99.365,1125.419,880,1100,1460,870,12.3,930,30
304,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=90_pos=initial.txt,MPV,100,-200,90,,100,142.212,-145.472,1132.001,880,1100,1460,870,12.3,930,30
305,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=0_pos=initial.txt,MPV,100,-400,0,,152,891.298,-458.683,1059.583,880,1100,1460,870,12.3,930,30
306,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=120_pos=initial.txt,MPV,100,-400,120,,107,185.279,-393.302,1132.192,880,1100,1460,870,12.3,930,30
307,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=150_pos=initial.txt,MPV,100,-400,150,,123,345.03,-451.346,1136.027,880,1100,1460,870,12.3,930,30
308,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=180_pos=initial.txt,MPV,100,-400,180,,177,1282.66,-422.961,1051.109,880,1100,1460,870,12.3,930,30
309,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=210_pos=initial.txt,MPV,100,-400,210,,110,275.122,-255.031,1108.386,880,1100,1460,870,12.3,930,30
310,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=240_pos=initial.txt,MPV,100,-400,240,,101,140.426,-280.118,1128.183,880,1100,1460,870,12.3,930,30
311,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=270_pos=initial.txt,MPV,100,-400,270,,97,93.569,-278.94,1132.323,880,1100,1460,870,12.3,930,30
312,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=300_pos=initial.txt,MPV,100,-400,300,C:\Users\geork\projects\AIThesis\src\gifs\Q8_Type=MPV_Vel=100_tra=-400_rot=300_pos=initial.metadb.gif,98,88.864,-356.451,1133.499,880,1100,1460,870,12.3,930,30
313,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=30_pos=initial.txt,MPV,100,-400,30,,118,372.197,-292.966,1101.001,880,1100,1460,870,12.3,930,30
314,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=330_pos=initial.txt,MPV,100,-400,330,,108,201.448,-410.393,1127.476,880,1100,1460,870,12.3,930,30
315,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=60_pos=initial.txt,MPV,100,-400,60,,109,285.265,-296.868,1082.891,880,1100,1460,870,12.3,930,30
316,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=90_pos=initial.txt,MPV,100,-400,90,,106,226.053,-337.23,1101.654,880,1100,1460,870,12.3,930,30
317,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=0_pos=initial.txt,MPV,100,0,0,,156,1060.019,38.816,1067.596,880,1100,1460,870,12.3,930,30
318,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=120_pos=initial.txt,MPV,100,0,120,C:\Users\geork\projects\AIThesis\src\gifs\Q8_Type=MPV_Vel=100_tra=0_rot=120_pos=initial.metadb.gif,101,158.579,-4.512,1132.262,880,1100,1460,870,12.3,930,30
319,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=150_pos=initial.txt,MPV,100,0,150,,117,374.522,-57.312,1106.15,880,1100,1460,870,12.3,930,30
320,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=180_pos=initial.txt,MPV,100,0,180,C:\Users\geork\projects\AIThesis\src\gifs\Q2_Type=MPV_Vel=100_tra=0_rot=180_pos=initial.metadb.gif,157,1069.171,60.871,1068.814,880,1100,1460,870,12.3,930,30
321,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=210_pos=initial.txt,MPV,100,0,210,,106,249.087,136.659,1108.259,880,1100,1460,870,12.3,930,30
322,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=240_pos=initial.txt,MPV,100,0,240,,95,97.157,78.668,1132.256,880,1100,1460,870,12.3,930,30
323,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=270_pos=initial.txt,MPV,100,0,270,C:\Users\geork\projects\AIThesis\src\gifs\Q8_Type=MPV_Vel=100_tra=0_rot=270_pos=initial.metadb.gif,92,92.805,37.735,1106.441,880,1100,1460,870,12.3,930,30
324,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=300_pos=initial.txt,MPV,100,0,300,,96,120.3,0.663,1118.69,880,1100,1460,870,12.3,930,30
325,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=30_pos=initial.txt,MPV,100,0,30,,117,372.444,142.765,1107.297,880,1100,1460,870,12.3,930,30
326,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=330_pos=initial.txt,MPV,100,0,330,,106,253.971,-52.014,1105.537,880,1100,1460,870,12.3,930,30
327,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=60_pos=initial.txt,MPV,100,0,60,C:\Users\geork\projects\AIThesis\src\gifs\Q8_Type=MPV_Vel=100_tra=0_rot=60_pos=initial.metadb.gif,102,167.031,96.393,1131.587,880,1100,1460,870,12.3,930,30
328,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=90_pos=initial.txt,MPV,100,0,90,,99,125.668,38.037,1142.146,880,1100,1460,870,12.3,930,30
329,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=120_pos=initial.txt,MPV,100,200,120,,105,202.995,152.074,1127.331,880,1100,1460,870,12.3,930,30
330,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=150_pos=initial.txt,MPV,100,200,150,,118,379.781,149.639,1105.485,880,1100,1460,870,12.3,930,30
331,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=180_pos=initial.txt,MPV,100,200,180,,142,834.156,309.666,1077.355,880,1100,1460,870,12.3,930,30
332,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=210_pos=initial.txt,MPV,100,200,210,C:\Users\geork\projects\AIThesis\src\gifs\Q7_Type=MPV_Vel=100_tra=200_rot=210_pos=initial.metadb.gif,106,220.691,306.254,1111.613,880,1100,1460,870,12.3,930,30
333,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=240_pos=initial.txt,MPV,100,200,240,,96,87.04,257.795,1137.172,880,1100,1460,870,12.3,930,30
334,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=270_pos=initial.txt,MPV,100,200,270,,94,96.703,211.594,1111.559,880,1100,1460,870,12.3,930,30
335,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=300_pos=initial.txt,MPV,100,200,300,,97,112.548,182.494,1127.291,880,1100,1460,870,12.3,930,30
336,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=30_pos=initial.txt,MPV,100,200,30,,120,346.931,364.788,1126.676,880,1100,1460,870,12.3,930,30
337,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=330_pos=initial.txt,MPV,100,200,330,,108,270.371,134.084,1106.852,880,1100,1460,870,12.3,930,30
338,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=60_pos=initial.txt,MPV,100,200,60,,105,178.066,273.71,1135.164,880,1100,1460,870,12.3,930,30
339,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=90_pos=initial.txt,MPV,100,200,90,,101,144.754,208.444,1134.44,880,1100,1460,870,12.3,930,30
340,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=0_pos=initial.txt,MPV,100,400,0,,181,1252.015,505.977,1038.189,880,1100,1460,870,12.3,930,30
341,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=120_pos=initial.txt,MPV,100,400,120,,121,373.266,282.84,1117.249,880,1100,1460,870,12.3,930,30
342,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=150_pos=initial.txt,MPV,100,400,150,,117,361.326,456.533,1105.017,880,1100,1460,870,12.3,930,30
343,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=180_pos=initial.txt,MPV,100,400,180,,167,950.429,598.874,1072.906,880,1100,1460,870,12.3,930,30
344,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=210_pos=initial.txt,MPV,100,400,210,,109,167.518,472.66,1146.384,880,1100,1460,870,12.3,930,30
345,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=240_pos=initial.txt,MPV,100,400,240,,105,101.904,344.856,1166.154,880,1100,1460,870,12.3,930,30
346,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=270_pos=initial.txt,MPV,100,400,270,,101,207.806,286.718,1088.887,880,1100,1460,870,12.3,930,30
347,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=300_pos=initial.txt,MPV,100,400,300,,107,141.621,307.374,1161.0,880,1100,1460,870,12.3,930,30
348,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=30_pos=initial.txt,MPV,100,400,30,,130,351.925,529.823,1166.783,880,1100,1460,870,12.3,930,30
349,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=330_pos=initial.txt,MPV,100,400,330,,116,281.559,330.83,1135.768,880,1100,1460,870,12.3,930,30
350,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=60_pos=initial.txt,MPV,100,400,60,,113,194.309,399.34,1168.467,880,1100,1460,870,12.3,930,30
351,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=90_pos=initial.txt,MPV,100,400,90,,116,249.543,347.387,1155.772,880,1100,1460,870,12.3,930,30
352,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=0_pos=initial.txt,MPV,20,-200,0,,143,880.649,-219.374,1069.737,880,1100,1460,870,12.3,930,30
353,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=120_pos=initial.txt,MPV,20,-200,120,,102,161.303,-197.359,1133.583,880,1100,1460,870,12.3,930,30
354,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=150_pos=initial.txt,MPV,20,-200,150,,122,404.27,-278.701,1111.383,880,1100,1460,870,12.3,930,30
355,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=180_pos=initial.txt,MPV,20,-200,180,,169,1202.662,-150.301,1031.138,880,1100,1460,870,12.3,930,30
356,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=210_pos=initial.txt,MPV,20,-200,210,,108,270.173,-54.816,1109.582,880,1100,1460,870,12.3,930,30
357,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=240_pos=initial.txt,MPV,20,-200,240,,96,110.457,-102.536,1121.575,880,1100,1460,870,12.3,930,30
358,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=270_pos=initial.txt,MPV,20,-200,270,,92,84.347,-132.385,1105.094,880,1100,1460,870,12.3,930,30
359,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=300_pos=initial.txt,MPV,20,-200,300,,96,106.772,-187.507,1118.837,880,1100,1460,870,12.3,930,30
360,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=30_pos=initial.txt,MPV,20,-200,30,,119,426.516,-64.132,1073.205,880,1100,1460,870,12.3,930,30
361,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=330_pos=initial.txt,MPV,20,-200,330,,107,242.863,-231.151,1111.644,880,1100,1460,870,12.3,930,30
362,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=60_pos=initial.txt,MPV,20,-200,60,,103,186.978,-97.871,1127.994,880,1100,1460,870,12.3,930,30
363,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=90_pos=initial.txt,MPV,20,-200,90,,101,149.985,-141.137,1133.102,880,1100,1460,870,12.3,930,30
364,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=0_pos=initial.txt,MPV,20,-400,0,,151,878.547,-460.629,1059.634,880,1100,1460,870,12.3,930,30
365,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=120_pos=initial.txt,MPV,20,-400,120,,109,201.93,-410.336,1133.133,880,1100,1460,870,12.3,930,30
366,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=150_pos=initial.txt,MPV,20,-400,150,,125,363.982,-460.868,1137.065,880,1100,1460,870,12.3,930,30
367,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=180_pos=initial.txt,MPV,20,-400,180,,151,1001.076,-420.852,1042.896,880,1100,1460,870,12.3,930,30
368,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=210_pos=initial.txt,MPV,20,-400,210,,110,272.772,-257.43,1109.35,880,1100,1460,870,12.3,930,30
369,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=240_pos=initial.txt,MPV,20,-400,240,,101,133.812,-278.48,1131.909,880,1100,1460,870,12.3,930,30
370,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=270_pos=initial.txt,MPV,20,-400,270,,97,132.451,-314.961,1092.666,880,1100,1460,870,12.3,930,30
371,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=300_pos=initial.txt,MPV,20,-400,300,,98,77.737,-350.826,1142.928,880,1100,1460,870,12.3,930,30
372,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=30_pos=initial.txt,MPV,20,-400,30,,119,387.143,-301.65,1091.122,880,1100,1460,870,12.3,930,30
373,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=330_pos=initial.txt,MPV,20,-400,330,,109,202.766,-419.085,1133.448,880,1100,1460,870,12.3,930,30
374,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=60_pos=initial.txt,MPV,20,-400,60,,109,251.479,-293.119,1112.693,880,1100,1460,870,12.3,930,30
375,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=90_pos=initial.txt,MPV,20,-400,90,,108,267.645,-346.642,1078.214,880,1100,1460,870,12.3,930,30
376,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=0_pos=initial.txt,MPV,20,0,0,,146,963.601,41.715,1069.616,880,1100,1460,870,12.3,930,30
377,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=120_pos=initial.txt,MPV,20,0,120,,102,169.954,-12.484,1131.335,880,1100,1460,870,12.3,930,30
378,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=150_pos=initial.txt,MPV,20,0,150,,117,369.412,-61.457,1111.414,880,1100,1460,870,12.3,930,30
379,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=180_pos=initial.txt,MPV,20,0,180,,141,880.228,66.744,1071.887,880,1100,1460,870,12.3,930,30
380,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=210_pos=initial.txt,MPV,20,0,210,,108,263.223,143.044,1111.745,880,1100,1460,870,12.3,930,30
381,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=240_pos=initial.txt,MPV,20,0,240,,96,107.329,82.195,1123.294,880,1100,1460,870,12.3,930,30
382,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=270_pos=initial.txt,MPV,20,0,270,,92,119.177,41.248,1071.209,880,1100,1460,870,12.3,930,30
383,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=300_pos=initial.txt,MPV,20,0,300,,96,114.687,3.118,1120.134,880,1100,1460,870,12.3,930,30
384,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=30_pos=initial.txt,MPV,20,0,30,,118,377.882,156.903,1109.339,880,1100,1460,870,12.3,930,30
385,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=330_pos=initial.txt,MPV,20,0,330,,108,275.079,-59.561,1106.627,880,1100,1460,870,12.3,930,30
386,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=60_pos=initial.txt,MPV,20,0,60,,103,177.03,96.035,1132.761,880,1100,1460,870,12.3,930,30
387,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=90_pos=initial.txt,MPV,20,0,90,,99,142.322,26.186,1131.341,880,1100,1460,870,12.3,930,30
388,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=0_pos=initial.txt,MPV,20,200,0,,219,1992.554,251.038,942.689,880,1100,1460,870,12.3,930,30
389,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=120_pos=initial.txt,MPV,20,200,120,,105,200.991,157.673,1129.29,880,1100,1460,870,12.3,930,30
390,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=150_pos=initial.txt,MPV,20,200,150,C:\Users\geork\projects\AIThesis\src\gifs\Q7_Type=MPV_Vel=20_tra=200_rot=150_pos=initial.metadb.gif,118,383.31,147.662,1100.145,880,1100,1460,870,12.3,930,30
391,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=180_pos=initial.txt,MPV,20,200,180,,141,827.595,307.161,1076.24,880,1100,1460,870,12.3,930,30
392,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=210_pos=initial.txt,MPV,20,200,210,,107,229.171,308.952,1113.402,880,1100,1460,870,12.3,930,30
393,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=240_pos=initial.txt,MPV,20,200,240,,97,94.849,258.485,1132.611,880,1100,1460,870,12.3,930,30
394,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=270_pos=initial.txt,MPV,20,200,270,,95,119.576,207.2,1095.842,880,1100,1460,870,12.3,930,30
395,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=300_pos=initial.txt,MPV,20,200,300,,97,142.914,167.903,1102.076,880,1100,1460,870,12.3,930,30
396,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=30_pos=initial.txt,MPV,20,200,30,,121,352.061,370.15,1129.653,880,1100,1460,870,12.3,930,30
397,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=330_pos=initial.txt,MPV,20,200,330,,109,283.356,134.754,1103.648,880,1100,1460,870,12.3,930,30
398,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=60_pos=initial.txt,MPV,20,200,60,,105,182.795,271.396,1132.23,880,1100,1460,870,12.3,930,30
399,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=90_pos=initial.txt,MPV,20,200,90,,102,153.855,210.734,1134.891,880,1100,1460,870,12.3,930,30
400,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=0_pos=initial.txt,MPV,20,400,0,,172,1170.758,523.872,1040.201,880,1100,1460,870,12.3,930,30
401,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=120_pos=initial.txt,MPV,20,400,120,,130,475.989,229.507,1118.576,880,1100,1460,870,12.3,930,30
402,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=150_pos=initial.txt,MPV,20,400,150,,115,354.011,464.664,1099.746,880,1100,1460,870,12.3,930,30
403,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=180_pos=initial.txt,MPV,20,400,180,,180,1143.984,590.863,1065.689,880,1100,1460,870,12.3,930,30
404,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=210_pos=initial.txt,MPV,20,400,210,,109,169.433,469.315,1146.178,880,1100,1460,870,12.3,930,30
405,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=240_pos=initial.txt,MPV,20,400,240,,105,100.257,346.786,1166.34,880,1100,1460,870,12.3,930,30
406,C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=270_pos=initial.txt,MPV,20,400,270,,104,223.461,290.263,1091.597,880,1100,1460,870,12.3,930,30
