FCR_VelPath,CarProfile,Velocity,Translation,Rotation,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,Head_X_Acceleration_max_index,Head_Y_Acceleration_max_index,Head_Z_Acceleration_max_index,MaxAccel,MaxAccelIndex
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=0_pos=initial.txt,RDS,100,0,0,36.287,29.864,68.32,132,132,133,75.30839146469668,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=120_pos=initial.txt,RDS,100,0,120,399.254,758.534,66.663,126,272,126,858.7816206469488,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=150_pos=initial.txt,RDS,100,0,150,214.697,717.018,87.128,128,128,128,753.5256482144454,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=180_pos=initial.txt,RDS,100,0,180,32.628,15.309,61.172,130,132,77,69.59085696411562,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=210_pos=initial.txt,RDS,100,0,210,110.025,251.656,64.039,129,128,130,270.36350686621887,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=240_pos=initial.txt,RDS,100,0,240,355.211,663.698,106.343,107,107,109,673.3353067298639,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=270_pos=initial.txt,RDS,100,0,270,288.705,541.344,13.192,104,107,106,542.1980586805895,104
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=300_pos=initial.txt,RDS,100,0,300,146.808,347.427,15.568,115,121,117,347.9214209703105,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=30_pos=initial.txt,RDS,100,0,30,248.076,733.164,45.465,129,122,129,774.3211390121027,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=330_pos=initial.txt,RDS,100,0,330,113.67,267.762,51.527,126,126,128,276.7685688476927,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=60_pos=initial.txt,RDS,100,0,60,514.202,739.837,104.694,125,125,125,907.0409676574703,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=0_rot=90_pos=initial.txt,RDS,100,0,90,716.759,1139.007,56.636,119,119,119,1346.955101933988,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=0_pos=initial.txt,RDS,100,200,0,30.264,6.527,25.189,143,142,68,30.456566599011122,68
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=120_pos=initial.txt,RDS,100,200,120,372.99,649.986,89.366,128,269,128,750.5703505101969,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=150_pos=initial.txt,RDS,100,200,150,195.861,588.426,62.494,129,129,129,623.3074593112135,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=180_pos=initial.txt,RDS,100,200,180,35.168,5.621,70.049,285,131,79,71.85863340615379,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=210_pos=initial.txt,RDS,100,200,210,96.575,312.336,74.806,129,129,129,335.37508130002743,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=240_pos=initial.txt,RDS,100,200,240,157.68,481.755,33.899,115,119,118,483.38706809036586,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=270_pos=initial.txt,RDS,100,200,270,252.435,759.037,91.386,107,107,110,773.018223258029,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=300_pos=initial.txt,RDS,100,200,300,168.203,1325.757,730.039,108,108,119,1513.870902425633,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=30_pos=initial.txt,RDS,100,200,30,250.481,730.876,49.61,132,127,132,772.6342192642,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=330_pos=initial.txt,RDS,100,200,330,68.66,311.425,45.891,125,125,126,319.6990749861501,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=60_pos=initial.txt,RDS,100,200,60,253.046,672.518,94.02,128,128,128,724.6740638659562,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=200_rot=90_pos=initial.txt,RDS,100,200,90,664.114,1180.825,90.799,122,122,122,1357.8068876029463,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=0_pos=initial.txt,RDS,100,400,0,30.383,28.326,32.646,178,178,75,49.900174709112996,178
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=120_pos=initial.txt,RDS,100,400,120,242.845,278.736,103.403,141,141,141,383.8745004946278,141
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=150_pos=initial.txt,RDS,100,400,150,120.41,33.345,19.189,162,146,162,125.40789580006515,162
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=180_pos=initial.txt,RDS,100,400,180,34.272,38.825,54.692,146,144,82,66.70650886532738,144
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=210_pos=initial.txt,RDS,100,400,210,111.569,178.849,35.811,137,286,137,213.6259834523881,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=240_pos=initial.txt,RDS,100,400,240,228.006,790.741,170.137,126,126,127,829.4169012474969,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=270_pos=initial.txt,RDS,100,400,270,60.254,362.606,75.502,122,122,115,371.940768477993,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=300_pos=initial.txt,RDS,100,400,300,77.812,327.822,84.209,121,120,122,334.849229345089,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=30_pos=initial.txt,RDS,100,400,30,160.283,354.814,113.4,142,142,141,401.7845022459179,142
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=330_pos=initial.txt,RDS,100,400,330,66.705,350.783,155.512,132,132,136,386.08643860410325,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=60_pos=initial.txt,RDS,100,400,60,272.202,518.772,147.553,132,132,132,604.1441918921344,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=100_tra=400_rot=90_pos=initial.txt,RDS,100,400,90,390.596,449.292,23.301,128,129,127,576.3718670277028,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=0_pos=initial.txt,RDS,20,-200,0,34.109,10.28,31.134,142,161,79,34.688860848981484,79
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=120_pos=initial.txt,RDS,20,-200,120,368.938,579.774,144.034,127,127,127,702.1388267828521,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=150_pos=initial.txt,RDS,20,-200,150,202.949,522.522,64.15,133,133,133,564.2098542076344,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=180_pos=initial.txt,RDS,20,-200,180,31.426,17.811,21.354,141,149,72,31.76272225424011,72
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=210_pos=initial.txt,RDS,20,-200,210,59.213,217.417,41.633,127,126,127,228.51153280961555,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=240_pos=initial.txt,RDS,20,-200,240,248.981,573.108,29.661,114,114,118,575.1020185967008,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=270_pos=initial.txt,RDS,20,-200,270,154.613,628.776,16.542,106,275,108,629.6109470149005,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=300_pos=initial.txt,RDS,20,-200,300,183.997,577.937,31.906,111,116,115,579.7540414115282,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=30_pos=initial.txt,RDS,20,-200,30,188.2,584.71,67.357,130,130,130,617.9336449401344,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=330_pos=initial.txt,RDS,20,-200,330,135.283,244.691,75.644,128,128,130,266.9001877425342,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=60_pos=initial.txt,RDS,20,-200,60,323.463,924.692,173.119,126,126,126,994.8134475337575,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-200_rot=90_pos=initial.txt,RDS,20,-200,90,328.229,881.421,24.092,121,120,121,940.7643359157489,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=0_pos=initial.txt,RDS,20,-400,0,32.683,25.447,48.879,296,140,79,55.006068946980754,140
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=120_pos=initial.txt,RDS,20,-400,120,299.268,627.887,222.757,129,129,129,730.3588855090352,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=150_pos=initial.txt,RDS,20,-400,150,246.615,410.485,41.939,138,132,139,450.98466715953884,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=180_pos=initial.txt,RDS,20,-400,180,27.555,16.833,22.317,161,162,74,28.663651843406136,74
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=210_pos=initial.txt,RDS,20,-400,210,85.666,558.636,225.692,128,128,131,606.7576268659504,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=240_pos=initial.txt,RDS,20,-400,240,108.436,319.605,20.465,121,132,123,319.7064567302325,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=270_pos=initial.txt,RDS,20,-400,270,119.176,716.094,95.262,110,110,117,722.9342810823125,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=300_pos=initial.txt,RDS,20,-400,300,319.153,936.346,57.684,109,109,109,990.9237674922325,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=30_pos=initial.txt,RDS,20,-400,30,302.619,612.491,111.18,129,129,129,692.1592855997816,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=330_pos=initial.txt,RDS,20,-400,330,76.308,213.143,23.331,133,125,133,227.18497704953998,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=60_pos=initial.txt,RDS,20,-400,60,384.545,421.181,16.817,130,131,129,551.3673377676629,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=-400_rot=90_pos=initial.txt,RDS,20,-400,90,693.312,748.583,192.566,118,118,118,1038.335062293959,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=0_pos=initial.txt,RDS,20,0,0,34.342,12.548,61.147,140,141,72,63.90876586979285,141
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=120_pos=initial.txt,RDS,20,0,120,477.231,1057.841,144.688,127,127,127,1169.4920375898246,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=150_pos=initial.txt,RDS,20,0,150,236.693,778.395,85.024,130,130,130,818.0167680738581,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=180_pos=initial.txt,RDS,20,0,180,33.101,11.605,59.361,139,140,75,65.50565427503186,141
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=210_pos=initial.txt,RDS,20,0,210,96.815,261.549,79.34,129,129,130,283.6898501268595,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=240_pos=initial.txt,RDS,20,0,240,271.261,450.208,14.619,113,120,116,453.5063803674652,113
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=270_pos=initial.txt,RDS,20,0,270,246.963,526.655,8.346,108,115,110,526.7042349687346,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=300_pos=initial.txt,RDS,20,0,300,174.029,445.123,19.12,114,116,117,446.5416502802398,114
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=30_pos=initial.txt,RDS,20,0,30,192.762,469.636,46.111,130,127,130,507.67760612912605,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=330_pos=initial.txt,RDS,20,0,330,74.135,189.572,25.518,125,125,133,196.9964277163421,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=60_pos=initial.txt,RDS,20,0,60,289.774,668.405,108.808,127,127,127,736.5958158753007,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=0_rot=90_pos=initial.txt,RDS,20,0,90,631.705,1080.705,50.569,120,120,120,1252.8095337324824,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=0_pos=initial.txt,RDS,20,200,0,30.721,23.838,47.787,136,134,135,55.40529543283747,135
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=120_pos=initial.txt,RDS,20,200,120,290.288,587.117,17.03,130,126,130,654.9624339288475,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=150_pos=initial.txt,RDS,20,200,150,173.329,526.307,66.571,129,128,129,557.6274522393961,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=180_pos=initial.txt,RDS,20,200,180,32.359,12.003,50.8,136,138,81,51.98144000506334,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=210_pos=initial.txt,RDS,20,200,210,127.26,286.256,51.432,128,128,130,304.8616266373976,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=240_pos=initial.txt,RDS,20,200,240,281.073,642.846,42.75,109,111,112,654.0832807380112,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=270_pos=initial.txt,RDS,20,200,270,412.663,847.39,66.122,104,104,106,849.9800863696748,104
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=300_pos=initial.txt,RDS,20,200,300,178.758,399.217,12.927,118,170,120,399.8993842930994,118
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=30_pos=initial.txt,RDS,20,200,30,243.92,793.116,70.471,133,133,133,832.7641428982157,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=330_pos=initial.txt,RDS,20,200,330,64.536,264.418,31.771,125,125,125,274.0276819246552,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=60_pos=initial.txt,RDS,20,200,60,275.51,543.098,102.738,125,126,125,613.6098025040017,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=200_rot=90_pos=initial.txt,RDS,20,200,90,521.671,965.804,55.46,123,123,123,1099.087717271465,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=0_pos=initial.txt,RDS,20,400,0,30.07,19.338,28.45,184,183,73,35.56035259948922,184
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=120_pos=initial.txt,RDS,20,400,120,234.561,248.908,104.009,142,142,142,357.47996764294356,142
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=150_pos=initial.txt,RDS,20,400,150,117.15,57.22,42.711,154,154,153,126.36609629960087,153
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=180_pos=initial.txt,RDS,20,400,180,33.828,33.74,39.706,149,149,80,52.637960978746136,149
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=210_pos=initial.txt,RDS,20,400,210,73.283,115.274,31.445,129,127,137,117.52177168082517,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=240_pos=initial.txt,RDS,20,400,240,90.181,335.185,45.388,125,126,129,338.48052297731994,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=270_pos=initial.txt,RDS,20,400,270,55.122,280.511,45.122,121,121,129,284.759530841375,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=300_pos=initial.txt,RDS,20,400,300,102.868,297.659,36.879,127,144,148,300.0784682812147,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=30_pos=initial.txt,RDS,20,400,30,205.126,606.032,89.151,144,144,143,624.6666013810888,144
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=330_pos=initial.txt,RDS,20,400,330,51.947,394.887,180.543,132,132,144,435.3442164391299,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=60_pos=initial.txt,RDS,20,400,60,444.926,666.519,251.506,130,130,130,839.9178476928562,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=20_tra=400_rot=90_pos=initial.txt,RDS,20,400,90,319.357,478.317,33.47,130,130,130,576.1044061956131,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=0_pos=initial.txt,RDS,40,-200,0,33.94,10.436,45.652,147,152,80,45.909268541330526,152
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=120_pos=initial.txt,RDS,40,-200,120,428.742,637.179,114.864,127,127,127,776.5375194419133,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=150_pos=initial.txt,RDS,40,-200,150,200.664,569.093,78.706,132,132,132,608.5454116013035,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=180_pos=initial.txt,RDS,40,-200,180,33.344,22.154,65.067,135,132,69,66.84347162588129,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=210_pos=initial.txt,RDS,40,-200,210,83.256,234.621,53.282,126,125,128,245.51299191285173,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=240_pos=initial.txt,RDS,40,-200,240,110.123,350.348,21.336,119,277,121,350.85381917402583,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=270_pos=initial.txt,RDS,40,-200,270,261.613,642.415,46.451,106,106,109,654.3241217240886,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=300_pos=initial.txt,RDS,40,-200,300,116.962,349.595,39.26,117,147,135,349.8884541807575,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=30_pos=initial.txt,RDS,40,-200,30,216.361,460.283,51.794,129,129,129,511.2290492978661,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=330_pos=initial.txt,RDS,40,-200,330,85.557,203.889,56.227,133,133,133,228.14951259864662,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=60_pos=initial.txt,RDS,40,-200,60,313.837,542.716,95.053,125,280,125,626.9280532836284,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-200_rot=90_pos=initial.txt,RDS,40,-200,90,421.221,759.376,28.616,121,121,121,868.8486149341552,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=0_pos=initial.txt,RDS,40,-400,0,34.276,24.019,57.107,138,138,81,62.906922242309705,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=120_pos=initial.txt,RDS,40,-400,120,367.457,544.834,181.885,132,132,132,681.8730729615299,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=150_pos=initial.txt,RDS,40,-400,150,264.11,562.73,35.177,138,131,138,621.6264995960195,138
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=180_pos=initial.txt,RDS,40,-400,180,30.585,14.678,57.219,136,137,68,60.33424611280065,137
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=210_pos=initial.txt,RDS,40,-400,210,90.179,583.765,234.103,128,128,131,632.7890791432798,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=240_pos=initial.txt,RDS,40,-400,240,181.475,347.052,53.507,122,278,124,348.91237066776523,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=270_pos=initial.txt,RDS,40,-400,270,111.466,465.864,37.288,113,118,117,466.3174263867907,113
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=300_pos=initial.txt,RDS,40,-400,300,44.938,401.847,37.977,116,122,123,403.17622655484035,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=30_pos=initial.txt,RDS,40,-400,30,313.15,784.739,175.571,129,129,129,862.9619902765127,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=330_pos=initial.txt,RDS,40,-400,330,225.204,598.804,63.097,129,291,129,641.4598861667033,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=60_pos=initial.txt,RDS,40,-400,60,499.823,658.96,86.664,128,128,128,831.6020453468113,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=-400_rot=90_pos=initial.txt,RDS,40,-400,90,426.14,979.01,123.415,129,129,129,1074.8428452220353,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=0_pos=initial.txt,RDS,40,0,0,36.151,13.254,53.238,142,142,69,56.433571577563654,142
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=120_pos=initial.txt,RDS,40,0,120,337.276,638.583,80.432,124,124,124,726.6447926525036,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=150_pos=initial.txt,RDS,40,0,150,264.941,709.528,82.329,130,130,130,761.8410467453168,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=180_pos=initial.txt,RDS,40,0,180,36.057,13.749,69.936,137,139,139,79.06305142732603,139
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=210_pos=initial.txt,RDS,40,0,210,122.081,309.427,92.298,128,128,130,330.945652973415,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=240_pos=initial.txt,RDS,40,0,240,152.972,343.886,24.195,117,120,119,343.92391613262373,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=270_pos=initial.txt,RDS,40,0,270,109.454,529.756,34.794,110,112,113,530.8199299244519,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=300_pos=initial.txt,RDS,40,0,300,146.144,459.795,23.882,116,282,146,459.84178599818443,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=30_pos=initial.txt,RDS,40,0,30,159.974,430.603,30.44,130,123,129,458.749318380965,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=330_pos=initial.txt,RDS,40,0,330,73.64,214.597,31.745,126,126,126,229.09052148441236,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=60_pos=initial.txt,RDS,40,0,60,401.893,891.478,139.105,122,122,122,987.7252699804739,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=0_rot=90_pos=initial.txt,RDS,40,0,90,487.921,1069.602,34.084,121,121,121,1176.127994608155,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=200_rot=0_pos=initial.txt,RDS,40,200,0,31.49,10.844,20.685,176,177,72,31.68418906962903,72
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=200_rot=120_pos=initial.txt,RDS,40,200,120,325.311,961.169,67.788,119,119,119,1016.9898260189233,119
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=200_rot=150_pos=initial.txt,RDS,40,200,150,224.021,632.401,102.66,128,128,128,678.7160738055346,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=200_rot=180_pos=initial.txt,RDS,40,200,180,36.001,8.968,50.751,142,139,78,52.42443120339981,139
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=RDS_Vel=40_tra=200_rot=210_pos=initial.txt,RDS,40,200,210,90.058,230.119,68.507,134,134,134,256.43401992325437,134
