Path,CarProfile,Velocity,Translation,Rotation,Head_Z_Acceleration_abs_max,Head_X_Acceleration_abs_max,Head_Y_Acceleration_abs_max,Head_X_Acceleration_max_index,Head_Y_Acceleration_max_index,Head_Z_Acceleration_max_index,Max_Z_Acceleration,Min_Z_Acceleration,Max_Z_Acceleration_Index,Min_Z_Acceleration_Index
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=150_pos=initial.txt,FCR,80,200,150,59.552,132.301,64.424,122,122,122,59.552,-14.179,122,207
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=180_pos=initial.txt,FCR,80,200,180,37.512,13.282,41.051,244,141,69,37.512,-17.205,69,245
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=210_pos=initial.txt,FCR,80,200,210,45.142,100.71,40.71,116,116,146,45.142,-25.616,146,155
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=240_pos=initial.txt,FCR,80,200,240,89.011,405.363,15.681,106,110,110,44.46,-89.011,96,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=270_pos=initial.txt,FCR,80,200,270,61.913,284.943,70.628,103,103,105,61.913,-51.753,105,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=300_pos=initial.txt,FCR,80,200,300,40.647,128.972,27.325,107,116,293,38.359,-40.647,53,293
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=30_pos=initial.txt,FCR,80,200,30,50.486,84.163,66.887,127,127,132,50.486,-14.121,132,33
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=330_pos=initial.txt,FCR,80,200,330,32.203,126.751,11.844,113,118,110,32.203,-15.117,110,126
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=60_pos=initial.txt,FCR,80,200,60,95.119,159.457,45.134,113,113,115,95.119,-16.989,115,300
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=200_rot=90_pos=initial.txt,FCR,80,200,90,370.629,535.401,70.906,110,110,110,370.629,-81.47,110,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=0_pos=initial.txt,FCR,80,400,0,34.547,7.77,33.079,160,160,68,34.547,-11.422,68,204
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=120_pos=initial.txt,FCR,80,400,120,91.614,162.792,35.108,121,120,120,91.614,-8.346,120,267
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=150_pos=initial.txt,FCR,80,400,150,62.952,109.89,17.776,122,126,124,62.952,-11.771,124,266
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=180_pos=initial.txt,FCR,80,400,180,54.428,30.173,35.34,257,262,297,54.428,-15.355,297,269
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=210_pos=initial.txt,FCR,80,400,210,48.255,91.342,48.55,120,120,125,48.255,-47.98,125,129
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=240_pos=initial.txt,FCR,80,400,240,69.041,146.407,73.856,114,189,109,69.041,-38.106,109,143
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=270_pos=initial.txt,FCR,80,400,270,52.086,127.633,61.969,113,116,105,52.086,-30.752,105,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=300_pos=initial.txt,FCR,80,400,300,78.021,146.839,91.203,120,120,124,59.442,-78.021,120,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=30_pos=initial.txt,FCR,80,400,30,52.478,67.476,56.388,132,132,140,52.478,-17.32,140,36
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=330_pos=initial.txt,FCR,80,400,330,27.613,115.938,29.935,119,118,75,27.613,-14.488,75,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=60_pos=initial.txt,FCR,80,400,60,105.167,136.362,47.131,118,118,126,105.167,-9.355,126,184
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=FCR_Vel=80_tra=400_rot=90_pos=initial.txt,FCR,80,400,90,103.991,147.397,27.071,116,214,116,103.991,-13.81,116,214
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=0_pos=initial.txt,MPV,100,-200,0,41.52,10.045,28.507,291,141,68,41.52,-12.687,68,264
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=120_pos=initial.txt,MPV,100,-200,120,1995.171,2886.273,403.479,102,102,102,1995.171,-287.371,102,125
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=150_pos=initial.txt,MPV,100,-200,150,306.145,429.382,101.777,118,116,118,306.145,-165.873,118,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=180_pos=initial.txt,MPV,100,-200,180,36.88,18.299,60.3,287,276,68,36.88,-29.018,68,279
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=210_pos=initial.txt,MPV,100,-200,210,208.85,1174.464,108.789,107,263,108,208.85,-118.634,108,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=240_pos=initial.txt,MPV,100,-200,240,119.117,470.301,26.353,95,93,99,108.206,-119.117,105,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=270_pos=initial.txt,MPV,100,-200,270,168.464,616.899,36.612,93,92,93,58.602,-168.464,52,93
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=300_pos=initial.txt,MPV,100,-200,300,111.323,767.608,118.727,96,222,97,99.077,-111.323,110,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=30_pos=initial.txt,MPV,100,-200,30,132.113,187.464,112.851,113,112,119,132.113,-40.807,119,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=330_pos=initial.txt,MPV,100,-200,330,98.502,716.627,91.945,106,241,105,98.502,-94.136,105,159
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=60_pos=initial.txt,MPV,100,-200,60,2368.345,2222.087,302.913,102,102,102,2368.345,-458.121,102,104
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-200_rot=90_pos=initial.txt,MPV,100,-200,90,2154.796,2241.274,53.61,100,100,100,2154.796,-575.029,100,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=0_pos=initial.txt,MPV,100,-400,0,43.655,17.696,28.728,255,146,70,43.655,-16.694,70,34
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=120_pos=initial.txt,MPV,100,-400,120,343.578,1777.265,76.102,107,110,106,343.578,-204.73,106,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=150_pos=initial.txt,MPV,100,-400,150,687.399,1027.66,218.838,123,123,123,687.399,-79.285,123,128
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=180_pos=initial.txt,MPV,100,-400,180,36.058,10.546,26.845,278,177,62,36.058,-11.118,62,26
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=210_pos=initial.txt,MPV,100,-400,210,108.782,1079.899,124.65,110,110,159,86.352,-108.782,110,159
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=240_pos=initial.txt,MPV,100,-400,240,131.137,801.83,44.625,101,101,101,98.193,-131.137,110,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=270_pos=initial.txt,MPV,100,-400,270,388.468,1249.509,162.259,97,97,99,228.934,-388.468,101,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=300_pos=initial.txt,MPV,100,-400,300,179.452,937.416,176.835,98,294,100,87.193,-179.452,107,100
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=30_pos=initial.txt,MPV,100,-400,30,256.206,394.692,55.315,118,121,118,256.206,-54.233,118,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=330_pos=initial.txt,MPV,100,-400,330,615.43,1279.35,148.961,108,108,108,615.43,-329.001,108,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=60_pos=initial.txt,MPV,100,-400,60,371.746,318.55,66.086,109,109,109,371.746,-68.56,109,113
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=-400_rot=90_pos=initial.txt,MPV,100,-400,90,771.053,744.871,71.691,107,106,106,771.053,-41.41,106,150
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=0_pos=initial.txt,MPV,100,0,0,38.191,20.948,55.326,284,285,65,38.191,-18.348,65,287
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=120_pos=initial.txt,MPV,100,0,120,2197.343,2666.237,438.256,101,101,101,2197.343,-302.914,101,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=150_pos=initial.txt,MPV,100,0,150,231.152,250.143,105.083,117,114,117,231.152,-63.79,117,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=180_pos=initial.txt,MPV,100,0,180,41.223,16.733,46.903,281,281,62,41.223,-13.037,62,297
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=210_pos=initial.txt,MPV,100,0,210,199.79,653.445,129.62,107,250,106,199.79,-114.467,106,157
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=240_pos=initial.txt,MPV,100,0,240,148.237,873.418,58.33,95,230,98,79.284,-148.237,104,98
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=270_pos=initial.txt,MPV,100,0,270,241.926,825.599,46.51,92,108,92,83.833,-241.926,95,92
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=300_pos=initial.txt,MPV,100,0,300,86.278,731.373,44.096,96,96,94,56.764,-86.278,98,94
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=30_pos=initial.txt,MPV,100,0,30,236.366,247.287,101.425,117,114,117,236.366,-49.924,117,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=330_pos=initial.txt,MPV,100,0,330,137.278,790.825,75.533,106,189,106,137.278,-124.967,106,159
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=60_pos=initial.txt,MPV,100,0,60,2252.633,2469.477,425.189,102,102,102,2252.633,-294.144,102,107
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=0_rot=90_pos=initial.txt,MPV,100,0,90,1428.696,1474.982,46.878,99,100,99,1428.696,-618.73,99,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=120_pos=initial.txt,MPV,100,200,120,285.409,1894.602,342.429,105,105,104,285.409,-193.138,104,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=150_pos=initial.txt,MPV,100,200,150,273.375,267.899,80.193,118,114,118,273.375,-142.476,118,120
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=180_pos=initial.txt,MPV,100,200,180,43.808,13.965,37.067,252,257,65,43.808,-28.312,65,258
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=210_pos=initial.txt,MPV,100,200,210,128.115,1156.845,165.784,106,257,106,128.115,-102.544,106,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=240_pos=initial.txt,MPV,100,200,240,244.529,988.804,107.465,96,217,99,95.532,-244.529,101,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=270_pos=initial.txt,MPV,100,200,270,166.274,721.245,41.769,94,94,95,70.561,-166.274,98,95
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=300_pos=initial.txt,MPV,100,200,300,227.646,797.318,50.389,97,105,99,123.451,-227.646,101,99
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=30_pos=initial.txt,MPV,100,200,30,525.959,765.341,265.766,120,120,119,525.959,-88.15,119,121
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=330_pos=initial.txt,MPV,100,200,330,147.478,506.133,62.902,108,283,153,86.903,-147.478,108,153
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=60_pos=initial.txt,MPV,100,200,60,326.118,2073.638,67.844,105,105,126,326.118,-146.371,126,116
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=200_rot=90_pos=initial.txt,MPV,100,200,90,1687.869,1608.258,135.816,101,101,101,1687.869,-657.661,101,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=0_pos=initial.txt,MPV,100,400,0,35.944,17.112,26.622,235,233,60,35.944,-13.625,60,235
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=120_pos=initial.txt,MPV,100,400,120,798.09,305.702,540.136,121,121,121,798.09,-46.561,121,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=150_pos=initial.txt,MPV,100,400,150,94.188,119.523,147.854,118,117,119,94.188,-10.391,119,38
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=180_pos=initial.txt,MPV,100,400,180,35.036,26.237,38.094,169,166,70,35.036,-7.632,70,37
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=210_pos=initial.txt,MPV,100,400,210,548.221,1007.082,225.734,109,109,109,548.221,-413.646,109,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=240_pos=initial.txt,MPV,100,400,240,322.939,629.856,542.102,105,104,105,257.837,-322.939,104,105
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=270_pos=initial.txt,MPV,100,400,270,60.883,226.149,127.784,103,100,97,60.883,-50.761,97,101
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=300_pos=initial.txt,MPV,100,400,300,218.178,1351.596,725.251,107,107,108,172.183,-218.178,115,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=30_pos=initial.txt,MPV,100,400,30,465.128,807.551,328.926,130,130,130,465.128,-119.675,130,135
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=330_pos=initial.txt,MPV,100,400,330,152.686,1907.258,554.103,116,116,118,152.686,-72.071,118,130
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=60_pos=initial.txt,MPV,100,400,60,1750.208,1059.063,389.021,113,113,113,1750.208,-288.99,113,115
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=100_tra=400_rot=90_pos=initial.txt,MPV,100,400,90,1702.664,745.144,619.684,116,116,116,1702.664,-173.002,116,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=0_pos=initial.txt,MPV,20,-200,0,42.01,13.188,26.757,278,142,65,42.01,-11.422,65,249
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=120_pos=initial.txt,MPV,20,-200,120,769.984,1137.706,73.244,103,103,102,769.984,-547.298,102,104
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=150_pos=initial.txt,MPV,20,-200,150,277.939,301.997,112.725,122,117,123,245.786,-277.939,121,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=180_pos=initial.txt,MPV,20,-200,180,43.696,11.158,18.562,199,169,67,43.696,-8.21,67,211
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=210_pos=initial.txt,MPV,20,-200,210,105.65,734.525,112.148,108,201,107,105.65,-103.542,107,165
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=240_pos=initial.txt,MPV,20,-200,240,242.357,1434.157,144.405,96,96,98,102.449,-242.357,106,98
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=270_pos=initial.txt,MPV,20,-200,270,216.452,1145.227,42.88,92,127,92,88.345,-216.452,100,92
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=300_pos=initial.txt,MPV,20,-200,300,142.647,977.234,81.291,96,113,114,142.647,-93.926,114,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=30_pos=initial.txt,MPV,20,-200,30,234.436,103.847,100.646,111,119,119,234.436,-37.161,119,122
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=330_pos=initial.txt,MPV,20,-200,330,178.007,964.669,128.2,107,240,107,178.007,-82.67,107,112
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=60_pos=initial.txt,MPV,20,-200,60,536.772,1501.652,75.733,103,102,102,536.772,-528.157,102,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-200_rot=90_pos=initial.txt,MPV,20,-200,90,691.621,2763.835,96.44,101,101,101,691.621,-337.373,101,112
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=0_pos=initial.txt,MPV,20,-400,0,41.374,17.652,29.319,274,150,70,41.374,-22.049,70,251
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=120_pos=initial.txt,MPV,20,-400,120,680.95,1767.8,229.34,109,112,109,680.95,-214.532,109,117
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=150_pos=initial.txt,MPV,20,-400,150,757.051,832.545,200.943,125,268,125,757.051,-80.61,125,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=180_pos=initial.txt,MPV,20,-400,180,35.522,9.7,18.598,181,151,65,35.522,-13.788,65,192
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=210_pos=initial.txt,MPV,20,-400,210,200.595,956.119,98.704,110,281,110,200.595,-122.23,110,163
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=240_pos=initial.txt,MPV,20,-400,240,338.008,1385.34,123.359,101,101,103,122.617,-338.008,105,103
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=270_pos=initial.txt,MPV,20,-400,270,106.53,1552.863,232.168,97,97,100,106.53,-84.424,100,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=300_pos=initial.txt,MPV,20,-400,300,198.292,1388.26,110.328,98,98,98,92.333,-198.292,101,98
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=30_pos=initial.txt,MPV,20,-400,30,381.553,368.995,42.676,119,115,119,381.553,-37.63,119,127
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=330_pos=initial.txt,MPV,20,-400,330,557.969,852.54,117.848,109,109,109,557.969,-324.603,109,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=60_pos=initial.txt,MPV,20,-400,60,936.245,742.3,163.086,109,109,109,936.245,-86.215,109,180
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=-400_rot=90_pos=initial.txt,MPV,20,-400,90,594.299,293.008,35.566,108,104,108,594.299,-162.326,108,111
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=0_pos=initial.txt,MPV,20,0,0,41.362,11.046,22.883,288,274,62,41.362,-11.027,62,276
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=120_pos=initial.txt,MPV,20,0,120,815.451,2640.771,327.214,102,102,102,815.451,-275.975,102,108
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=150_pos=initial.txt,MPV,20,0,150,406.072,442.998,91.553,118,117,117,406.072,-60.751,117,123
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=180_pos=initial.txt,MPV,20,0,180,39.556,9.594,22.619,56,286,64,39.556,-10.543,64,33
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=210_pos=initial.txt,MPV,20,0,210,117.963,685.268,64.485,108,255,108,117.963,-69.234,108,113
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=240_pos=initial.txt,MPV,20,0,240,202.968,1926.961,155.588,96,96,108,202.968,-107.351,108,109
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=270_pos=initial.txt,MPV,20,0,270,191.056,1267.113,18.844,92,92,92,71.993,-191.056,95,92
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=300_pos=initial.txt,MPV,20,0,300,137.988,1432.495,109.0,96,96,103,137.988,-128.29,103,96
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=30_pos=initial.txt,MPV,20,0,30,321.116,390.304,88.835,118,115,118,321.116,-64.027,118,132
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=330_pos=initial.txt,MPV,20,0,330,237.594,843.191,95.047,108,248,108,237.594,-104.992,108,168
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=60_pos=initial.txt,MPV,20,0,60,329.548,2023.315,130.434,103,103,105,329.548,-146.705,105,131
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=0_rot=90_pos=initial.txt,MPV,20,0,90,951.012,1343.408,57.269,100,99,99,951.012,-324.521,99,104
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=0_pos=initial.txt,MPV,20,200,0,40.74,12.266,47.829,279,279,63,40.74,-12.237,63,220
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=120_pos=initial.txt,MPV,20,200,120,423.486,1545.111,154.162,105,105,104,423.486,-414.536,104,106
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=150_pos=initial.txt,MPV,20,200,150,391.962,410.133,69.006,118,118,118,391.962,-45.661,118,124
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=180_pos=initial.txt,MPV,20,200,180,41.051,25.117,31.212,276,255,65,41.051,-36.485,65,258
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=210_pos=initial.txt,MPV,20,200,210,123.098,907.441,71.62,107,108,106,123.098,-121.0,106,161
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=240_pos=initial.txt,MPV,20,200,240,140.764,901.83,89.787,97,224,104,140.764,-74.651,104,97
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=270_pos=initial.txt,MPV,20,200,270,256.999,1506.387,173.457,95,95,95,109.5,-256.999,102,95
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=300_pos=initial.txt,MPV,20,200,300,119.947,1917.081,157.345,97,97,96,119.947,-31.815,96,272
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=30_pos=initial.txt,MPV,20,200,30,334.409,940.112,293.03,121,121,120,334.409,-81.169,120,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=330_pos=initial.txt,MPV,20,200,330,277.702,878.83,62.93,109,263,109,277.702,-131.376,109,158
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=60_pos=initial.txt,MPV,20,200,60,2418.737,2001.988,299.535,105,105,105,2418.737,-294.484,105,110
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=200_rot=90_pos=initial.txt,MPV,20,200,90,470.477,2126.06,170.122,102,102,101,470.477,-391.152,101,102
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=0_pos=initial.txt,MPV,20,400,0,38.074,7.001,24.801,200,172,61,38.074,-13.585,61,28
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=120_pos=initial.txt,MPV,20,400,120,259.884,74.611,162.382,126,130,130,259.884,-23.396,130,133
C:\Users\geork\projects\AIThesis\datasets\20240510\mlres\Type=MPV_Vel=20_tra=400_rot=150_pos=initial.txt,MPV,20,400,150,86.189,80.401,79.624,116,115,125,86.189,-12.84,125,131
